,Bcl11b,Cadps2,Calb1,Calb2,Cck,Cdh13,Chodl,Chrm2,Cnr1,Col25a1,Cort,Cox6a2,Cplx2,Cpne5,Crh,Crhbp,Cryab,Cxcl14,Enpp2,Gabrd,Gad1,Gda,Grin3a,Hapln1,Htr3a,Id2,Kcnk2,Kctd12,Kit,Lamp5,Lhx6,Ndnf,Neurod6,Nos1,Nov,Npy2r,Nr4a2,Nrn1,Ntng1,Pcp4,Pde1a,Penk,Plcxd2,Plp1,Pnoc,Prkca,Pthlh,Pvalb,Rab3c,Rasgrf2,Reln,Rgs10,Rgs12,Rgs4,Satb1,Sema3c,Serpini1,Slc17a8,Snca,Sncg,Sst,Synpr,Tac1,Tac2,Th,Thsd7a,Trp53i11,Vip,Wfs1,Yjefn3
cell_489,0,0,0,0.551940791,5.18E-05,1.968160762,0,0.000232368,3.05E-05,0.911553198,0,0.981744284,0.97084177,0,0,0,2.326009666,0.000555985,0.982668474,0,0.949771692,0,1.921551329,0,0,0.000238529,0,0,0,1.973637962,0.948370324,0,0,0,0,0,0,0,1.92E-06,0.007008707,1.98333726,2.957958155,0.000997603,7.842826922,0.396665464,0,0,0.00191189,0,0,0.000649925,0.881071526,0,0.948035271,0.000165534,2.42E-06,0,0,5.929870371,5.931029249,2.916286282,0,0,0,4.08E-05,0,3.229629777,0,2.03E-05,0
cell_490,0,1.48E-06,0,0,0,0,0,4.53E-11,2.07E-05,0,0,0,0.331881259,0,0,0,0.028330884,0.448136269,0.247226327,0,0.000215376,0,0,0,0,0,0,0.009119664,0.000347611,0,1.41700599,0,0,7.04E-08,0,0,0,0,0,1.64E-06,5.90E-13,2.96E-07,4.91E-09,1.526562654,0,0,0,2.04E-05,0,0,5.75E-05,0.748497489,0.142244401,1.96E-05,0.000136553,0,3.06E-10,0,0,0,8.71E-11,0,0,0,0,4.39E-10,0,0,0,0
cell_491,0,0,0,0,0,0.014025209,0,0,2.68E-11,0,0,0,0.000477727,0,0,0,5.919494192,6.88E-08,1.97523561,0,0.004147046,0,0,0,0,0.05478166,0,4.55E-08,1.56E-07,0,0.058154699,0,0,0,0,0,0,0,0,0.000325616,0.001291754,6.52E-10,0,14.41172833,0,0.926476872,0,0.0027972,0,0,0.025566479,0,0,3.04E-05,1.062653127,0,4.28E-06,0,0,2.96E-08,0.846603559,0,0,0,0,0,0,0,0.535705333,0
cell_492,2.58E-07,0,0,1.65E-05,0,1.42E-06,0,0,0,0,0,0,0.00027453,0,0,0,1.626806476,0.029631048,3.73E-08,6.61E-05,2.29E-16,0,0,0,0,0,0,0.517293905,0,0,0.349054292,0,0,0,0,0,0,0,0,0.000143349,0.424379583,0,0,0.000530379,2.18E-07,0.006769448,0,0,0,0,0.000218141,2.00E-10,0,0.72939042,2.62E-05,0,0,9.15E-06,3.32E-05,0,0,0,0,1.92E-07,0,2.37E-07,0,0,0,0
cell_493,0,0.000699258,0,0,0,1.13E-05,0,0,0.953773166,0,0,0,0.008869667,0,0,0,5.024533942,0.044935593,2.943544944,0,3.487076979,0,0,0,0,0.006377771,0,0.002209236,0.030739145,0,1.752827128,0,0,0,0,0,0,0,0,0.672917042,0.005865687,0,0,12.88732024,0,0,0,0.000206935,0.000106699,0,0,0.273376737,0,0.962257112,0.000113361,0,0.000449396,0.00035212,0.929214635,0.022768934,0,0,0,0,0,0.004544767,1.131869618,0,0,0
cell_494,0.00045158,0.00029414,0,0,0,0,0,0,0.022275462,0,0,0,0.149680019,0,0,0,2.63E-05,0.000283746,0.444562477,0,0.426168015,0,0.000629247,0.023387591,0,0.014707441,0,1.03E-05,9.79E-07,0,0.957960655,0,0,0,0,0,0,0,0,0.347870161,0.031751321,0.000121059,9.51E-05,0.18258319,0,4.46E-05,0,0.000983758,0,0,0.443206675,0.000185003,0,0.430087549,0.889215565,0.212401429,1.54E-07,0,0.188473609,0,0,0,0,0,0,0,0.002006364,0,0.000622303,0
cell_495,2.18E-06,0,0,0,0,0.157156289,0,0,1.015596747,0,0,0,0.878599649,0.0801332,0,0,9.024356467,2.384697841,3.960111182,0,9.42E-06,0,0,0.180568704,0,0,0,0,0.055583713,0,0.960157841,0,0,0,0,0,0,0,0.000311129,1.656988546,0.0744196,0.128967496,0.00283917,13.86085455,0,0,0,0,0,0,1.035045338,0.022229054,7.43E-05,9.60E-08,0,0,0,0,0.026386288,0.085903615,0,0,0,0.00037633,0,0,0,0,0.008802251,0
cell_496,3.94E-06,1.75E-06,0,0,0,2.25E-05,0,0.000210959,1.73E-09,0,0,2.97E-11,0.170510963,0,0,0,4.103111305,0.872989122,2.955703882,0,0.005306403,0,0,0.000144399,0,0.963116066,0,0,0.001109625,0,0.772761461,0,0,0,0,0,0,0,5.31E-07,0.000169219,0.960709645,0.948315848,0.6249251,11.83455136,0,3.01E-11,0,0.001597786,0,9.90E-05,0.00035378,5.37E-05,0,0.005691906,2.168400889,0,0,0,1.90E-05,7.01E-06,1.36E-05,0,0,2.10E-06,0,0,2.91E-06,0,2.52E-12,0
cell_497,0,0.838346462,0,0,0,0.11238471,0,0.03143539,0.000589558,7.73E-13,0,0,0.614099109,0,0,0,0.712665683,3.068889715,0.000174502,0,1.102155902,0,0.000283287,0,0,1.042206566,0,1.753629043,0.058370684,0,0.003086507,6.05E-08,0,0,0,0,0,0,0,0.096252961,0.781065757,0.023950764,0.000721959,1.991421026,0,0,0,0,0,0,9.01E-10,0.113202397,0,0.953651018,0.898423046,0,0.000191094,3.37E-11,0.026098736,0,0.005399081,0,9.58E-05,0,0,0,0.000767924,0,0.062911085,0
cell_498,0,0,0,1.32E-06,0,0,0,0,0.035488695,0,0,0,0.027354388,0,0,0,0.253553731,0.264708199,0,0,0,0,0,0,0,0.895118006,0,0,0,0,0.006978329,0,0,0,0,0,0,0,0,0,0.436707057,0,0,0.000157344,0,0,0,0,0,0,0,0.673526105,0,0.007217297,0.014585764,0.137168743,0,0,0,0,0,0,0,0,0,0,0.002945537,0,0,0
cell_499,0,0,0,0.143408717,0,0.000803682,0,0,8.10E-06,0,0,0,0,0,0,0,0.003620826,0.112898198,0,0.001132769,1.18E-05,0,0,0,0,0.778365262,0,0,0,3.47E-07,0.01222384,0,0,0,0,0,0,0,0,4.92E-09,6.98E-05,8.08E-05,8.52E-06,0.835023893,0,2.83E-12,0,8.41E-06,0,0,1.62E-05,0.768008801,0,7.10E-07,0.000244598,0,6.27E-06,0.00171547,2.09E-07,0,0,0,0,0,0,0,0,0,3.08E-07,0
cell_500,0.968004924,7.938041234,0,0,0,0.03080506,0,0.380796969,2.884772497,0,0,0.0036485,2.95292393,0.758457536,0,0,0.003434377,0.033358114,0.000851584,0,2.945748925,0,0.002451153,0,0,0,0,0.10003991,4.53E-08,0,5.827096539,4.55E-11,0,0,0,0,0,0,0.004398785,9.783348977,0.043577962,0,0.001064955,0.937942419,0,0.001999571,0.001035679,0,0,0,0.936056376,1.960089357,0,0.001187894,1.911714067,2.45E-09,0.985352254,0.969137605,3.998645713,0.011620365,0,0.922561991,0,0,0,0,0.958628144,0,0.00177835,0
cell_501,0,0,0,0,0,2.57E-07,0,0,2.31E-08,0,0,4.38E-11,8.07E-05,0,0,0,0.691213385,0.003083851,1.29E-07,0,6.54E-08,0,0,0,0,0.002937856,0,0,0,0,0.020059446,0,0,0,0,0,0,0,0,3.97E-07,0.76989986,8.13E-06,0,0.051501772,0,0,0,1.48E-08,0,0,0,0,0,0.001259411,8.36E-06,0,5.78E-09,0,0,0,3.12E-06,0,0,0,0,3.35E-07,0,0,0,5.19E-07
cell_502,1.35E-05,0.000256086,0,0,0,4.729419812,0,0.443053217,1.68523306,0,0,1.639939539,1.834527753,0.000237051,0,0,9.93193053,3.101549922,1.963628404,0,0.001396364,0,0.898673588,0,0,0,0,7.85E-07,0,0,1.704338593,0,0,0,0,0,0,0,0.78507508,0.122238543,1.91826483,4.90E-05,0.786623848,12.28216951,1.09E-08,0.90383896,1.33E-06,0,0,0,0.981810138,0.944523719,0,0.000109188,0.059026031,0,9.25E-06,2.05E-05,1.755789113,2.77205542,0,4.35E-06,0,0,0,0.000383503,0.022995402,0,1.09E-08,0
cell_503,0,0,0,0,0,0.713986307,0,0.038567933,3.086768114,0,0,0,0,0,0,0,1.095983521,0.027570035,1.529426457,0,3.81403961,0,0.927405643,0,0,0.009547615,0,0,0.003393216,0,3.95014494,0,0,0,0,0.000334747,0,0,0,0.139998109,0.939099273,2.296262353,0,2.132081515,0.004743777,8.74E-06,0,0,0,0.00211233,2.76079379,1.900417054,0,4.53E-06,0.837298955,0.789040537,0.950552757,0,0.017474487,3.76E-05,0,1.82E-05,0,0,0,0,0.001482311,0,0.001741573,0
cell_504,0,0,0,0.762973858,0,9.96E-08,0,0,0.893504145,0.000196527,0,1.54E-05,0.971747707,0,0,0,1.697952847,2.459150665,1.10E-05,0,0.000256107,0,0.000753046,0,0,0.920896369,0,0.906622569,0,1.26E-05,2.613548182,4.27E-11,0,0,0,0,0,0,0,5.72E-06,3.82261965,7.705978067,0,0.099683364,1.568641944,0,0,1.16E-05,0,0,0,1.905565949,0,2.743205427,1.941030906,0,0,0,0.001265824,0.000123247,0.866500087,0,0,0.349245196,0,0.000458548,7.31E-05,0,0.952891363,0
cell_505,0,3.916971332,0,0,0,0.001414687,0,2.96E-06,0.036050467,0.173191655,0.903700824,0,0.975562286,0,0,0,0.067895808,3.05E-05,7.44E-06,0.006701169,3.027015759,0,0.18334413,0,0,0.01080991,0,0.001034873,0.000642635,0,3.07401246,0,0,0,0,0,0,0,0,6.204440912,4.837107961,0.511697215,0,0.441648972,0,0,0,5.674370237,0,0.001629199,2.176762635,2.981231063,0,6.318115476,0.00452136,4.87E-09,0.983212848,0.961446795,0.584339413,0.005992601,0,0,0,0,0,0.003812259,0.937495476,0,0,0.820352462
cell_506,0,0,0,0.000420257,0,0,0,0,0.000168776,4.23E-07,0,0,0,0,0,0,0.838596259,0.828148884,0.686770523,0,1.27E-11,0,4.91E-05,0,0,2.11E-06,0,0,0,0,0.002721032,0,0,0,0,0,0,0,0,0.00128232,0,0,3.39E-09,0.634046121,0,0,0,0.814902721,1.93E-08,0,0.002485329,0.017918522,0.003236402,0,2.67E-09,0,2.10E-09,0,1.03E-06,0,0,0,8.60E-10,0,0,1.32E-09,2.77E-09,0,0,0
cell_507,0.0830598,0.92445513,0,0,0,1.34E-05,0,5.14E-05,0,1.230206195,0,0,0.000104096,0,0,0,10.84453135,0.152775367,4.938605161,0,1.869783171,0,0.786681618,0,0,0.93609796,0,1.12E-05,0.949175863,0,2.07579354,0.848933847,0,0,0,0,0,0,0,0.0430829,2.66E-10,0,1.15E-07,15.96064902,0,1.21E-14,0,1.23E-06,4.56E-14,0.876149601,1.672681547,1.69E-06,0,2.316779535,0.701667583,0,9.44E-06,0.633371214,0.820667722,0,2.66E-12,0,0,0,0,0.702932272,9.84E-07,0,9.94E-08,0
cell_508,0,0.950592488,0,0,0,0.000144689,0,0,1.327863172,0,0,0,1.823188788,0.022430284,0,0,3.978888208,0.968056179,0.982589824,0,1.35E-10,0,0,0,0,0.000203628,0,6.48E-14,9.60E-10,0,1.17E-07,0,0,0,0,0,0,0,0,0.274066188,0.586747714,3.82E-06,1.45E-09,9.827258579,0,3.07E-05,0,6.85E-13,1.50E-11,7.46E-10,0.903942903,1.68E-06,0,9.91E-09,0.000858726,4.15E-14,6.29E-10,0,8.86E-07,0.00044349,0,1.11E-11,0,0,0,0,0.005640128,0,2.93E-09,0
cell_509,0,0.191566445,0,0,0,0.066513205,0,2.32E-05,0.163276745,1.01E-06,0,0,0,0,0,0,3.951774106,0.867478559,0.983164874,0,0.000460972,0,0.939535569,0,0,0.000458262,0,0,0.000136151,0,0.949356671,0,0,0,0,0,0,0,0,0,0.015173876,0.945939009,0,5.599087466,0,0,0,6.06E-05,0,0,0.928906489,0.92621337,0,0,0,0,2.67E-06,3.00E-05,0,4.36E-07,0,0,0,0,0,2.90E-05,0,0,0,0
cell_510,0,0,0,0,0,0,0,0,0,0,0,0.903748962,0.962433277,0,0,0,5.261175308,0.950895038,0,0,0.932588428,0,0,0,0,2.895814445,0,0,0,0,1.542813326,0,0,0,0,0,0,0,0,1.38E-07,0.000114534,0.004947655,0,1.389051605,0,0,0.161536655,0,0,0,0.005128516,1.856915273,0,0.009163626,0.005850626,0,2.71E-05,0,0.019345622,0,0,0,0,0,0,2.90E-05,0,0,0.009896299,0
cell_511,0,0,0,0,0,0,0,0,0.047862114,0,0,0,0.061530906,0,0,0,9.80E-05,0.000281983,0.419843378,0,0.470996658,0,0,0,0,0,0,0,0,0,0.77723054,0,0,0,0,0,0,0,0,0.508637402,0.013324038,0,0,0.289035692,0,0,0,9.90E-05,0,0,0.453619676,0,0,0.38977733,0.770807606,0,0,0,0.39222537,0,1.02E-06,0,0,0,0,0,0,0,0,0
cell_512,0,0,0,0,0,0,0,0,0.821204993,0,0,0,0.114887783,0,0,0,2.721787865,0.984637068,5.62E-06,0,0.008129187,0,0,0,0,0,0,0.02566819,0,0,0.039807883,0,0,0,0,0,0,0,0,0.02306716,0,0,0,9.034782898,0,0,0,0.001018654,0,0,0.998110724,0,0.663524359,0.941710562,0.067754461,0,0,0,0.194318236,0,0,0,0,0,0,0,0,0,0,0
cell_513,0,0,0,1.10E-09,0,0,0,0,3.27E-08,0,0,0,0.44296676,0,0,0,3.967037531,0.897162491,0,0,0.010344826,0,4.64E-05,0,0,0.693024708,0,0,0,0,0.005394901,0,0,0,0,0,0,0,0,0,0,0,0,10.94307834,0,0,0,0,0,0,1.60E-09,0.0602345,0,0,0.061892705,0,0,0,0,0,0.002101393,0,8.80E-08,0,0,0,0,0,0,0
cell_514,0,0.00894449,0,0,0,0.062461063,0,0,0.065439629,0,0,0,0.011214926,0,0,0,6.695925012,2.243288638,0.001275649,0,0.000160945,0,0,0,0,0.968149757,0,0,0,0,2.36E-05,0,0,0,0,0,0,0,0,0.625905297,0.005527418,0,0,6.859379597,0,0.744632919,0,0.000340633,0,0,0.032265673,0.179016837,0,0,0.006192157,0,0,0,0,0.007326673,9.64E-05,0,0,0,0,0,0,0,0,0
cell_515,2.10E-10,0.00347015,0,0,0,2.520972334,0,1.731775592,0,3.42E-05,0,0,1.897577045,0,1.10E-12,0,0.00354049,2.073241623,5.12E-05,0,6.650959875,0,0.001065963,0,0,0.002380237,0,0,0.758220863,0,8.747219047,1.83367035,0,0,0,0,0,0,0,7.752821525,0,0.945188212,1.906374223,0.008275624,0,0,0,1.855154457,0,2.42E-09,0.007350945,2.610075228,0,4.071411485,1.099134364,0,0.877009389,0.006871122,0.008144409,0,0.186171914,0,0,0,0,1.35E-10,0.823234816,0,0.82267482,0
cell_516,0,0.948747131,0,0.872278828,0,0.002345506,0,0.680564805,0.93628992,5.24E-08,0,0,0.506318818,0,0,0,3.554532937,4.88E-07,0.008565619,0,1.685570893,0,0.987075158,0,0,1.934749205,0,0.903788468,0,0,6.624817528,0,0,0,9.38E-06,0,0,0,0,1.706548904,0,0.86252793,0,0.981516535,0,0.002720028,0.770677385,0,0,0,0.763327585,2.792182019,0,2.606068666,0.994133488,1.57E-05,8.88E-08,0,1.90230863,0,0,0,0,0,0,3.18E-06,0.926789672,0,0.785746673,0
cell_517,0,0,0,0.722185296,0,0.000335182,0,1.52E-15,0.000709495,0,0,2.04E-05,0.000878474,0,0,0,3.94E-05,0.798627629,0.015395174,0,0,1.38E-12,0.000602714,0,0,0.770948911,0,0,0,0,0.835892767,2.24E-15,0,0,0,0,0,0,4.22E-11,0.015659803,2.42E-05,0,0,0.010517262,0,5.35E-16,0,0.001975919,2.28E-15,0,0.018782302,0.724434395,0.560376633,1.31E-05,6.86E-15,0,0.011519993,0,1.22E-10,1.06E-05,1.09E-17,0,0,0,0,0,7.73E-06,0,8.30E-13,0
cell_518,0,0,0,0.000334572,0,0,0,0,4.14E-07,0,0,0,0.51273979,0,0,0,1.08E-05,0.767381041,0,0,0,0,0,3.53E-14,0,0,0,0.00035549,0,0,0.009935533,0,0,0,0,0,0,0,0,0.364159399,0.000514419,9.22E-05,4.06E-14,0.390825977,1.04E-10,0,0,0,0,0,0,0.765437152,0,9.05E-05,0.567016884,0,7.18E-18,0,0,0,1.84E-05,0,0,5.25E-10,0,0.338318094,0,0,6.47E-09,0
cell_519,0.899957345,1.932863749,0,0,0,4.513490219,0,2.938846779,0,0,0,0,0.028148834,0,0,0,0.000159045,0.000102266,0.009516089,0,2.942986483,0,0,0,0,0,0,0,0.956984667,0,2.764293294,0,0,5.59E-05,0,0,0,0,0.017046505,4.958114536,0.814094852,5.910556223,6.77E-05,0.002050201,0,0.271797519,0,12.93119017,0,0.931128365,3.02767272,1.938026591,0,3.947296872,0.991074146,0,0.449406261,0,0.670320829,0.005603137,0,0,0,0,0,0,0.151504219,0,2.84E-06,0
cell_520,0,0,0,0,0,0.873972975,0,0.462270668,1.34E-07,0,0,0.766011663,0.000792683,0,0,0,7.746823466,0.709300063,1.950738431,0,0,0.763821279,0.241365161,0,0,0,0,0,0,9.85E-12,2.318217859,0.661597259,0,0,0,0,0,0,0.776941441,3.240630509,0.001995109,0,0.017493863,10.5438029,0,0.398777261,0,2.22E-06,0.802390932,0,0.936680801,1.979787638,0,0.005260003,1.259856504,0,1.21E-05,2.84E-10,0.122362814,0.001103089,0.005468599,0,0,0,0,0,5.15E-05,0,2.699746659,0
cell_521,0,0,0,0,0,0.957907279,0,0,0.973449518,0,0,0,0.5479987,0,0,0,0.963875298,1.117071106,6.77E-06,0,2.945061498,0,0,0,0,0.000119566,0,0,0,0,3.919398188,0,0,0,0,0,0,0,0,0,0.001885747,3.926031916,0,0.976035269,0,0,0,0,0,0,0.022583381,0.000412062,0,2.10E-06,0,1.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_522,0,2.229108804,0,0,0,2.959624486,0,0,3.81E-10,0,0,0.000353969,1.086506338,0,0,0,1.280339661,0.000292084,0.000791209,0,1.408351468,0,0,0,0,1.38E-10,0,0.662354137,0.928393852,0,6.124680311,0,0,0,0,0,0,0,0,3.806432937,0.000417969,3.052914841,1.51E-06,1.392502058,0,0.000671506,0,5.973517707,0.184367727,0,7.63E-07,1.940999189,0,3.066317591,3.926315628,0.915478344,2.16E-06,0,0.001958633,0.00635719,0.000115709,0.956044696,0,0,0,0,2.13E-06,0,0.979114559,0
cell_523,0,0,0,0,0,0,0,0,3.25E-07,0,0,0,0,0,0,0,0.000612886,0.670593265,2.94E-09,0,2.81E-06,0,0.818761657,0,0,0.031989832,0,0,0,0,0.812650509,0,0,0,0,0,0,0,0,8.63E-08,0,0,0,0.053475765,0,0,0,5.29E-05,0,0,7.95E-11,0.475556568,0,0,0.000801934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030429167,0
cell_524,0,0,0,0,0,0.479436797,0,1.25E-12,0.045948475,0,0,8.67E-09,0.08598047,0,0,0,2.900179512,1.881900954,0.000642518,0,0,0,0,0,0,1.927103752,0,0.941034071,1.40E-05,0,0.012588871,0,0,0,0,0,0,0,0,9.53E-14,0.967672288,0.02511014,1.07E-07,0.133381003,0.940913609,0,0.827582558,0,0,0,1.98E-09,0.891068261,0,0,3.42E-05,0,0.944696661,0,2.64E-07,0.914875345,0,0,0,0,0,0.449770439,3.91E-05,0,0.935943286,0
cell_525,0,0,0,0.00030311,0,0.001866744,0,0.00493244,0,0,0,0.000344582,0.026126417,0,0,0,1.509568282,0.013020219,0,0,4.96E-06,0,0,0,0,1.946419696,0,0,0,0,0.667707744,0,0,0,0,0,0,0,0.000923171,0.079465685,2.68783544,0.003193589,0.000818569,0.977447788,0,0,0.049959112,4.58E-05,0,0,0.014553444,0.000171243,0,0.96263827,0.094859511,0,0.927449929,1.24E-05,0.870578686,0,0,0,0,0,0,0.797250073,0,0,0.371047304,0
cell_526,0,0,0,0,0,0.200818503,0,0,0.003267996,0,0,0,0.000212225,0,0,0,2.085357526,1.94356411,0.000997675,0,0.017830091,0,0,0,0,6.824864429,0,0.004796299,0.001038375,0,0.001300527,0,0,0,0,0,0,0,0,0.002867568,0.091149021,0.018468661,0,0.575263364,0,0.004168799,0,0,0,0,0.041348616,0.00127525,0,0.923442993,0.001204814,0,0,0,0.000418196,0,0.025067475,0,0,0,0,0.000530515,0,0,0.950285151,0
cell_527,0,0,0,0,0,0,0,0,9.05E-06,0,0,0,0.28800162,0,0,0,3.198395855,0.302403719,0.982727208,0,0,0,0,0,0,0,0,0,0,0,0.193679159,0,0,0,0,0,0,0,0,0.948949343,0,1.78E-06,0,7.79969234,0,0,0,0,0,0,0.001634609,0.005988829,0.025582185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_528,0,9.73E-05,0,0,0,0.067752177,0,0,3.22E-07,0,0,0,0.743358377,0,0,0,1.26E-06,0,0,0,0.804462688,0,0,0,0,0,0,0,0,0,0.012547117,0,0,0,0,0,0,0,0,1.556834081,5.95E-09,0,0,2.63E-06,0,0,0,0,0,0,0.001370903,0.10549622,0,0.834949679,0.760752166,8.10E-05,0.674680205,0,0.326641946,0,0.439926681,0,4.00E-06,0,0,0,9.15E-05,0,0,0
cell_529,1.02E-07,0.014700105,0,3.46E-15,0,1.26E-12,0,4.33E-10,5.80E-05,1.49E-05,0,0,3.46E-09,0,0,0,1.602557229,0.032804386,0,0,0.005279618,0,0.00344844,0,0,0.021018243,0,0.348940022,6.99E-08,0,0.000402658,0,0,0,0,0,0,0,0,0.030521729,0.019940899,0.000403273,1.38E-12,8.22E-06,0,0.009023063,0,0.003363503,0,0,0,0.003153591,0,0.318273745,1.66E-09,0.00019456,0.000426607,0,1.54E-08,0.001521734,0,3.69E-07,0,0,0,5.38E-13,0,0,2.68E-09,0
cell_530,4.70E-06,0.001211026,0,0,0,0.003612545,0,0,0,3.19E-10,0,0,7.67E-05,0,0,0,11.91264707,0.087576188,3.937053995,0,4.27E-05,0,0.891205001,0,0,0,0,0.003366734,1.878523562,0,0.974928859,1.02E-10,0,0,0,0,0,0,0,0.000864637,1.905493226,0,0.947304701,13.11810127,0.95082654,0.952299952,0,0,0.863731296,0,1.53E-08,1.900646887,0,5.843890132,1.855866418,0,0.001102807,0,0.000171193,0.000350018,2.896570539,0,0,0,0,0.859806043,0,0,1.62E-08,0
cell_531,0,0,0,0,0,5.65E-05,0,0,0.000332446,0,0,0,0.000119189,0,0,0,0.001846205,0.000986429,7.42E-05,0,4.76E-06,0,0,0,0,1.617531423,0,1.59E-05,6.96E-05,0,7.73E-05,0,0,0,0,0,0,0,0,2.78E-05,0.000426855,1.40E-06,0,0.011977586,0,0.000822276,0,0,0,0,0.749684228,3.54E-05,0,0.000155922,5.29E-06,0,0,0,1.60E-05,0,1.585105742,0,0,0,0,0.000108299,0,0,0.004616152,0
cell_532,0,0,0,0.035790669,0.000257119,0,0,0,2.45E-08,0,0,0,0.346190463,2.02E-05,0,0,0.198326229,4.263993723,0,0,0.950750572,0,1.53E-08,0,0,0.002162213,0,3.16E-06,0,0,2.918695414,0,0,0,0,0,0,0,0,1.78592745,5.24E-05,1.531357766,0.898147395,0.026756196,1.47E-06,0,0,0.914182967,0,0,0.935962101,0.000716227,0,1.690721595,5.574966277,0,1.42E-05,0,0.874567169,2.99E-09,0.000186341,0,0,0.673633545,0,0.826910457,0.909334401,0,0.001404981,0
cell_533,0,0,0,0,0,3.48E-06,0,0,0.863991571,0,0,0,0.00011401,5.70E-08,0,0,1.94E-08,3.46E-05,6.51E-07,0,0.534821164,0,0,0,0,0,0,0,0,0,0.87210503,0,0,1.49E-06,0,0,0,0,0,2.83E-05,3.78E-05,0.846146864,0,0.823964436,0,0,0,1.08E-05,0,0,1.667059827,0.000701846,0,0,0,0,6.59E-06,0,1.56E-05,0.000134876,0,0,0,0,0,0,2.89E-05,0,0,0
cell_534,0,0,0,7.36E-09,0,0.590230702,0,7.28E-10,3.954740131,0,0,0,3.963312605,0,0,0,3.888976216,0,0,0,4.902358932,0,0,0,0,0.085378871,0,0.925117629,1.894813697,0,12.94332196,0,0,0,0,0,0,0,1.81E-11,3.853011829,5.811199378,0.823536454,0,13.8175522,0,0,0,4.36E-05,0,0,3.888758917,1.955803204,0,0.922943525,2.904438472,0,1.69E-12,5.61E-10,3.959949711,0,0.00164364,0,0,0,0,0.967602839,0,0,0.000258932,0
cell_535,0,0,0,0.054269871,0,0,0,0,1.90E-06,0,0,0,0.04920852,0,0,0,5.090311232,0.975255276,0.003055528,0,2.00E-05,0,0,0,0,0,0,0,0,0,0.868342459,0,0,0,0,0,0,0,0,0.080293608,0,0.396382095,0,11.66164835,0,0,0,0,0,0,0.804606758,0,0,0.475955271,0,0.950480306,0,0,0,0,8.32E-09,0.188060981,0,0,0,0,0,0,0,0
cell_536,0,0.749468589,0,0.981716904,0,0.958724605,0,7.54E-06,3.904315527,0,0,0,1.9084316,0,0,0,5.791197974,0.011099948,0.886363283,0,1.300432381,0,0,0,0,1.04E-07,0,0.772254485,0.985777511,0,9.514094368,0,0,0,0,0,0,0,0,2.91390324,4.371929556,0,0.829633632,10.84849298,0,0,0,0,0,0,2.18369935,2.879247417,0,0,4.774110527,0.908257539,0.966248596,0,3.136343576,0,1.920199211,0,7.946312356,0,0,0,0.071838823,0,0,0
cell_537,0,0,0,3.11E-06,0.01316037,1.28E-06,0,2.21E-08,0,0,0,0,0.955974039,0.917093512,0,0,5.923682062,0.030538986,0.971945345,0,0.020599735,0,0,0,0,0,0,0.928726531,0,0,2.15E-05,0,0,0,0,0,0,0,0,1.23E-06,8.36E-10,0.008294976,0.67984189,15.60343998,0,0,0,0.038764308,0,0,0.926220302,0,0,1.854328836,0.00024687,0,0.927966456,0,2.59E-06,0,0.005716487,0,0,0,0,0.928660545,6.67E-07,0,0.039621838,0
cell_538,0.321363863,0,0,0,0,0,0,0,0.991233186,0.619219261,0,0,0.001341533,0,0,0,0.990881974,2.82167364,0,0,3.920827523,0,0,0,0,0.552862972,0,0.325384321,0,0,0.993924723,0.000120767,0,0,0,0,0,0,0,3.618547124,0,0.006963386,0,0.895972542,0,1.850510431,0.001794698,0.010297508,0,0,0,0.033197173,0,0.001124621,0.001018205,0.006260978,0,0,1.89E-06,0.907225679,0,0.672838366,0,0,0,0.012312153,0,0,5.20E-06,0
cell_539,0.189461271,0,0,0,0,1.88E-05,0,0,2.929578472,2.748399788,0,0,0.9634046,0,0,0,0.014517259,0.041636666,1.49E-09,0,2.856583392,0,0,0,0,1.227263518,0,0,0,0,2.006198091,0.564179183,0,0,0,0,0,0,0,2.225165425,0,3.689442094,0,0.182910277,0,0.008024337,0.928609468,0.886352291,0,0,0,1.890288052,0,0.944043724,0.957101639,0.938855421,0.088393796,0,0,1.731227121,0,0.004392459,0,0,0,0.000127063,0,0,0,0
cell_540,0,0,0,0,0,0.849548959,0,0,5.74E-05,2.65E-05,0,0,0.000303802,0,0,0,0.872051524,3.84511206,0.000179331,0,0.021289876,0,0,0,0,0.96841815,0,0,0,0,0.982282896,0.728264496,0,0,0,0,0,0,0,0.142993996,0,0.128910879,0,3.109538442,0,0.006082901,3.88E-05,0,0,0,0,0.922126631,0,0.560490145,0,0,1.272093671,0,0,0.093600886,0,0,0,0,0,0,0,0,0,0
cell_541,0,0,0,0,0,0,0,0,0.808965375,0,0,0,1.69E-05,0,0,0,0.798526125,0.000323166,9.82E-08,0,0,0,0,0.828587361,0,7.04E-10,0,0,0,0,0.817984327,0,0,0,0,0,0,0,0,0,0,0,0.813878984,9.69E-08,1.653455429,0,0,0,0.035003768,0,0,0.489669977,0,0.000415183,0.741375542,0,0.673584363,0,0,0,0,0,0,0,0,8.51E-08,0,0,0.61361308,0.002287222
