,Bcl11b,Cadps2,Calb1,Calb2,Cck,Cdh13,Chodl,Chrm2,Cnr1,Col25a1,Cort,Cox6a2,Cplx2,Cpne5,Crh,Crhbp,Cryab,Cxcl14,Enpp2,Gabrd,Gad1,Gda,Grin3a,Hapln1,Htr3a,Id2,Kcnk2,Kctd12,Kit,Lamp5,Lhx6,Ndnf,Neurod6,Nos1,Nov,Npy2r,Nr4a2,Nrn1,Ntng1,Pcp4,Pde1a,Penk,Plcxd2,Plp1,Pnoc,Prkca,Pthlh,Pvalb,Rab3c,Rasgrf2,Reln,Rgs10,Rgs12,Rgs4,Satb1,Sema3c,Serpini1,Slc17a8,Snca,Sncg,Sst,Synpr,Tac1,Tac2,Th,Thsd7a,Trp53i11,Vip,Wfs1,Yjefn3
cell_542,0,0,0,0,0,0.001567536,0,0,2.32E-05,0,0,0,0.968471317,0,0,0,3.007672098,3.372200044,0.985097786,0,5.09E-06,0,0,0,0,1.926749108,0,6.89E-05,0,0,2.037096517,0,0,0,0,0,0,0,0,0.002508204,0.01691796,4.63E-06,0,15.22807817,6.63E-05,0,5.25E-06,0,0,0,0,0.060402314,0,0.000203959,0.778373687,0,0.008583283,0,0,0.754259247,0,0,0,3.78E-05,0,9.18E-08,0.01415678,0,0.819878834,0
cell_543,0,1.410651456,0,0,0,0.007277625,0,0,0,0,0,0.924928089,0.834590437,0,0,0,1.998879545,8.72E-10,2.42E-15,0,2.536491175,0,0,0,0,0,0,0.27602572,0,0,0.879959703,0,0,0,0,0,0,0,0,0.136762859,0.965805583,0.880403917,0,0.15487726,0,0.968250181,0,0.132337985,0.704481326,0,0,2.75E-05,0,2.777110176,0.033328864,1.78E-05,0,0,0.971493416,4.717016157,0,0.001286397,0,0,0,0,0,0,0.964155987,0
cell_544,0,5.39E-11,0,0,0,0.011321107,0,1.250792486,0.945169852,0,0,0.025439816,3.38E-05,0,0,0,2.761153558,0.051515282,0.000105382,0,0.969345003,0.001645478,0.685482106,0,0,0,0,0,0.946118902,0,4.197451371,0.021028219,0,0,0,0,0,0,0.022554423,1.916801415,0.000132202,1.63E-09,4.79E-09,12.85911193,0,0.379919429,0,0,0.029879804,0.040877419,0.974659789,2.635173574,0,0.973836604,2.55707858,0,0,0,3.75385707,0,1.462661391,0.017777184,0,0,0,0,0.952204488,0,0.666713275,0
cell_545,0,0,0,0,0,0,0,5.92E-06,3.42E-07,0,0,0,0,0,0,0,5.00343871,1.869067881,3.961973127,0,0.008843516,0,4.12E-05,0,0,0,0,0,3.83E-06,0,0.124423471,0.002719669,0,0,0,0,0,0,0,6.00E-05,0,0,0,8.89076106,0,0,0,0,0,0.629552495,0.000384128,0.006454229,0,0.000442938,0.000105095,0,0,0,1.46E-05,0,0.000371286,0,0,0,0,0,3.41E-05,0,0.249074989,0
cell_546,0,3.45E-14,0,3.93E-05,0,0,0,0.001592279,0,0,0,0,0.01361261,0,0,0,4.523703884,0.035512002,0.98148484,0,9.56E-05,0,2.28E-06,0,0,0.939361693,0,0.00018216,0,0,0.074336954,0,0,0,0,0,0,0,0,0.645144814,0,0,0,12.51678037,0,0.000739339,0.000261623,0,0,0,0.005065038,0.001105215,0,0,0.001007363,0,0,0,0.000489289,4.68E-05,0,0,0,0,0,0,0,0,0.000502265,0
cell_547,0,0,0,0,0,0.003353323,0,4.29E-06,0,0,0,0,0.625742544,0,0,0,0.000211559,0.175434503,2.11E-07,0,0,0,0,0,0,0,0,0,0,0,3.041227688,0,0,0,0,0,0,0,0,0,0,0,0,5.28E-05,0,0,0,0,0,0,0.749785654,0.000358834,0.010660196,0.019858449,0,0,0,0,0.164453222,0,0,0,0,0,0,0,0,0,0,0
cell_548,0,0,0,3.963389461,0,0.915707026,0,4.928198581,0,0,0,0,5.857914012,0,0,0,0.000886224,2.90E-07,0,0,0,0,0,0,0,4.33E-05,0,0,0,0,0.314698726,0,0,0,0,0,0,0,0.957624932,4.883453702,2.18209962,0.981156249,6.96E-05,2.326017739,0,0,0,0.056922743,0,0,7.944279704,0,0,0.181786902,0.893496358,0,2.996873082,0.9371466,7.863480407,0,0,0,0,0,0,2.093657273,0,0,0,0
cell_549,0,0,0,0,0,0.001179253,0,0,7.24E-07,0,0,0,0.985528871,0,0,0,4.843218597,0.143770518,2.96334668,0,0.000250408,0,0,3.79E-09,0,0,0,0,0,0,4.23E-05,0,0,0,0,0,0,0,0,0,0,6.65E-08,5.03E-09,5.167415598,1.27E-07,0,0,0,0.008125103,0,0.006771806,3.93E-05,0,0.022422612,1.11E-05,0.025161256,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,4.33E-10,0
cell_550,0,2.26E-10,0,0.754766675,0,9.06E-10,0,0,3.41E-07,0,0,0,0,0,0,0,0.20714434,0.019032749,0,0,0,0,0,0,0,0,0,0,0,0,0.12350723,0,0,0,0,0,0,0,0,1.666353517,4.40E-06,0.440611938,0,0.008793545,0,0,0,0,0,0,0.771291483,5.12E-07,0,1.317329487,0,0,0,0,2.48E-07,0,0.000188443,0.364292392,0,0,0,0,0,0,0,0
cell_551,0,0,0,1.99E-06,0,0,0,8.74E-06,0.000589127,0,0,0,0.000236046,0,0,0,1.714247769,2.785876574,0.000929386,0,0.350618253,0,0,0,0,0,0,5.81E-08,2.97E-08,0,2.37E-06,0,0,0,0,0,0,0,0,0.000519746,7.16E-06,0,0.002332939,0.001128567,0,0,0,0,0,5.96E-07,0.000605632,0.375495327,0,0,0.000280058,0,9.39E-08,0,1.33E-06,0,0,0,1.45E-09,0,0,0,0,0,0.000502392,0
cell_552,0.003792968,2.27E-06,0,0,0,1.833828194,0,0,0.037407891,0,0,8.62E-05,0.925226251,6.11E-13,0,0,0.983204488,1.14E-06,6.64E-10,0,2.169116464,0,2.33E-07,0,0,0.734977239,0,0.022203105,0,0,1.96945138,0,0,0,0,0,0,0,0,1.982894719,0.335454753,0.000607542,7.53E-07,0.806656668,0.000675748,0,0,0.923748583,0,0,9.36E-09,0.968847094,0,0.000105631,0.042866855,0,0.000332196,0,0.768610376,0,3.55E-09,0,3.06E-08,0,0,0.000211441,7.33E-07,0,0.252929363,0
cell_553,0,0,0,0,0,0,0,0,0,0,0,0,0.00787535,0,0,0,5.938793577,0.953044401,1.968718387,0,0,0,0,0,0,0.119912455,0,0,0,0,0.877646795,0,0,0,0,0,0,0,0,0.001083586,0,0,0,17.96101012,0,0,0,6.56E-05,0,0,0.862089614,0.812891964,0,2.5689023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_554,0,0,0,0,0,0,0,0,0.000124644,0,0,0,0.762981774,0,0,0,2.943788657,5.541264163,0.00243339,3.93E-05,0,0,0,0,0,0.21967155,0,0,0,0,0.126091667,0,0,0,0,0,0,0,0,0.000220515,0,0,0,7.397379002,3.01E-06,6.11E-09,0,0,0,0,0.935504396,0.244705845,0,8.02E-05,2.51E-05,0,0,0,0.887538204,0,0.935264146,0,0,0,0,0,0,0,1.529331767,0
cell_555,2.67E-12,7.45E-07,0,0,0,0.064072883,0,0,1.45E-06,0,0,0,0.007588908,0,0,0,8.910436747,0.017110727,6.940945072,0,0.045877538,0,0.000622931,0,0,0.000177979,0,0,0.002100741,0,0.182459539,0,0,0,0,0,0,0,0,7.08E-07,0.046938542,0,0.002023263,10.01620616,5.24E-05,1.47E-06,0,3.66E-07,4.08E-09,0,0.00308816,0.004702285,0,1.317586135,0.000378554,0,1.49E-06,0,1.57E-08,0.01659746,0.477382647,0,0,3.11E-05,0,0.002720345,0,0,0,0
cell_556,0,4.850559655,0,0,0,1.825587847,0,0,2.86459272,0,0,0,6.575312089,0,0,0,7.81156728,1.663019084,5.907118932,0,6.843245405,0,0,0,0,0,0,0,0.674496234,0.880371478,3.012875163,0,0,0,0,0,0,0,0,1.493916781,1.684230842,1.75754083,1.144239023,29.44758975,0,0.966535128,0,0,0,0.774333014,2.17735531,1.918083969,0,0.163459035,5.48E-06,0,0.93435111,0,1.003474014,0,2.087714092,0.140771291,0,0.504809402,0,0,9.45E-06,0,0,0
cell_557,0,0.103517122,0,0,0,0.290399006,0,0.54077019,0.748715442,0,0,0,0.006833469,0,0,0,0.001653314,5.46E-06,9.23E-06,0,0.000497426,0,0,0,0,0,0,0,0,0,0.00529796,0,0,0,0,0,0,0,0,0.008020027,0.018504575,0,0,0.000186952,0,0,0,4.68E-07,0,0,0.584632756,0.000957331,0.000190755,0.794255899,0.119072515,0.001097378,0.007416058,0,0.661136392,0,0.005886092,0,0.001209297,0,0,0,0.744939679,0,0,0
cell_558,0,0.979839356,0,0,0,1.958133378,0,0.944942786,0.859638512,0,0,0,1.939235257,0,0,0,0.697145492,3.715263917,0.909282178,0,5.955459394,0,0,0,0,0,0,0.979370901,0,0,2.32789399,0,0,0,0,0,0,0,0.00192781,0.000932894,1.685646954,0.006422966,3.09E-07,0.082996272,0,0.000526007,0,8.668471848,0.000140935,0,1.88E-08,2.413871983,0,0.978072629,0.004960707,0,0.962695037,0,0,0,0,0,0,0,0,0.97337661,1.78E-05,0,0.000864373,0
cell_559,0,0,0,0,0,0.550421713,0,0,2.822736673,0,0,0.886352913,0,0,0.639858185,0,4.541671143,0.064859438,1.949560092,0,3.770181541,0,0,0,0,0.007990363,0,0.828494266,0,0,3.657721951,0,0,0,0,0,0,0,0,4.826921883,0,0,0.86937733,10.57300053,0,0,0.883828403,0.900432866,0,0,1.928096938,1.772942621,0,3.879041645,0.000210857,0,0,0,0,0.00056794,0.199174828,0,0,0,0,0,0,0,0.005637901,0
cell_560,0,0,0,0.003631391,0,0.643058214,0,6.15E-10,0,0,0,0,0.759033025,0,0,0,4.880506082,1.376491594,0.978246473,0,1.423743555,0,0,0,0,0,0,0,2.55E-10,0,0.058111281,0,0,0,0,0,0,0,0,0.007024954,0,0,1.86E-10,2.044441755,0,0,0,0,0.00167381,0,0.609959056,0,0,1.280114965,0.001366597,0.778575053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_561,0,0.74879893,0,0,0,7.84E-06,0,5.47E-05,0.000218873,0,0,0,0.000365335,1.75E-05,0,0,0.001615633,0.897898163,0,0,0.000576118,0,0,0,0,0,0,0,0,0,0.006959381,0,0,0,0,0,0,0,0,0.002563212,0.000105378,0.000345784,0,0.603528705,0,0,0,0.000609123,0,0,0,0.000791184,0,0.001715168,3.42E-05,0,0,1.65E-06,5.25E-07,0,9.93E-08,0,0,0,0,0,0,0,0.00017841,0
cell_562,0,0.000295672,0,0,0,0.033275553,0,0,0.973263829,0,0,4.83E-12,0.002976621,0,8.02E-08,0,0.846949903,1.838595707,5.02E-05,0,0.697340941,0,0.000474742,0,0,0.968308655,0,0.756929719,1.00E-04,0,0.119555501,0,0,0,0,0,0,0,0,0.000643499,0.006663005,0.616017362,1.23E-05,1.569328676,0.000203519,0.004555507,0,7.01E-05,0,0.158911707,0.583550695,0.958684551,0,0.974353741,0.061569581,0,1.56944371,0,0.000237075,4.19E-08,0.004582322,0,0,0.536862765,0,0,1.406139785,0,0.062887774,0
cell_563,1.715071171,0,0,0,0,0.268547166,0,0,1.805317596,0,0,0.878836957,2.31E-05,0.000129532,0,0,2.848664754,0.039715265,0.942646266,0,0.464725534,0,0.844566459,0,0,0,0,0.819331814,0,0,2.246916051,0,0,0,0,0,0,0,0,1.912266151,2.897899746,0,0,4.636425615,0,0,0,0.93003757,0,0,0,0.949765812,0,0.968764256,0,0,0.945512106,0,0.065467328,0,0.822936256,0,0,0,0,0,0,0,0.516965562,0
cell_564,0,4.01E-05,0,0,0,0.919463288,0,0.004492559,0.79337509,0,0,0,0.020974196,0,0,0,3.780029768,0.993160489,0.896296874,0,0,0,0,0,0,1.977391642,0,0,0,0,1.876070178,0,0,0,0,0,0,0,0,0.062297942,0,0.362550979,0,4.994659181,0,0.043029155,0,0,0,0,0,0.868593287,0.011396958,0.004266058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_565,0,0,0,0.766114114,0,0,0,0,0,0,0,0,0,0,0,0,0.001944303,0.207637909,0,0,0,0,0,0,0,0,0,0,0,0,2.55E-12,0,0,0,0,0,0,0,0,0.742643421,0.000328648,9.09E-11,0,0.606527527,0,0,0,0,0,0,0.094727722,0,0,6.90E-08,0.837476767,0,0,0,0,0,0,9.42E-14,0,0,0,0,0,0,0,0
cell_566,8.18E-06,0.000122052,0,0,0,0,0,0,0.0005838,0,0,0,0.175588602,0.016944933,0,0,0.19978355,1.235002409,0.015410017,0.013540101,0.000109707,0,0,0,0,0,0,0.000626652,0,0,0.182803763,0,0,0,0,0,0,0,0,0.020222441,0,0,0,0.011646398,0.018468205,1.95E-10,0.803565887,0,0,0,2.08E-05,0.001923239,0,0.004672683,0.073609654,0,0,0,0.616138838,1.80E-09,0,0,0,0,0,0,0,0,0.037265853,0
cell_567,0,0.015543456,0,0,0,0,0,0.96176798,0.003701303,0,0,0.008974469,0.975262956,0.030889049,0,0,0.807782823,0.449251562,4.53E-06,0,4.901727635,0,0,0,0,0,0,0,0,0,10.6879816,0,0,0,0,0,0,0,0,2.713170402,2.077046113,3.869522676,0,1.091877311,0,0.001534992,0,3.82523647,0,0,2.922284747,0.964535104,0,1.954320788,2.718119203,0,1.626086647,0.904541046,3.895175802,0.027700011,0,0,0,0,0,0,0,0,0.199773524,0
cell_568,0,0,0,0,0,0,0,0,1.83E-09,0,0,0,9.75E-07,0,0.004179104,0,1.792965333,0.008231314,0,0,0,0,0,0,0,0,0,5.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813931502,0,2.863852649,0,0,0,0,0,0,6.24E-06,0,0,2.70E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36E-06,0
cell_569,0,0,0,0,0,0,0,0,0.430501559,0,0,0,0,0,0,0,12.25718237,2.663681595,7.947242324,0,0,0,0,0,0,8.86E-06,0,0,0,0,1.673093892,0.000555677,0,0,0,0,0,0,0,0.000322357,0,0,0,25.58632669,0,0,0,0,0,0,0,0.006825182,0,0,0,0,0.001290225,0,0,0,0,0,0,0,0,0.010839133,0,0,0,0
cell_570,0,0.025237641,0,0,0,0.000521463,0,0.003111981,0.017835474,0,0,0,0.000917733,0,0,0,2.941724944,9.17E-05,0.957504797,0,0.012040356,0,0,0,0,3.17E-07,0,0.385088847,0,0,0.717947106,0,0,0,0,0,0,0,0,0.018668104,0.083581163,0.00488101,0,12.55459283,0,0,0,0.031862344,0.927578719,0,0.946696394,0.000284931,0,0.004865115,0.97105184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007490155,0
cell_571,0,0.014704154,0,0,0,0.054540436,0,0,0.006953384,0,0,0,0.084237737,0.756606007,0,0,0.11727064,4.23E-06,0,0,0.201468092,0,0,0,0,0,0,0,0.007462133,0,0.687412543,0,0,0,0,0,0,0,0,0,0.10719707,2.57E-05,0,0.004729921,0,0.001172313,0,0,3.32E-06,0,0.077916637,0.364329919,0,0.336586155,0.47724324,0.782237459,0,0,0,0.727006479,0,0,0,0,0,0,0,0,0,0
cell_572,0.000445175,0.000164053,0,0,0,0.009046078,0,0,0.02335258,0,0,0.000839916,0.981644621,0.914817488,0,0,3.127663206,0.786452513,0.950616649,0,4.09E-05,0,0.025204633,0,0,0.000721238,0,1.32E-06,0,0,2.678203711,0,0,0,0,0,0,0,0,0.949221548,0.001287347,0,0,7.726383328,0,0,0,0.001914778,0,0,0,0.000740292,0,0.980931142,0,0,0.000149658,0,1.98E-09,0,4.77E-05,0,0,0,0,0,0,0,1.444220002,0
cell_573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728369276,0,1.12E-06,0,0.004566846,0,0,0,0,0.220318945,0,0,0,0,0.003765036,0,0,0,0,0,0,0,0,2.63E-05,0.748618122,0,0,0.713808739,0,0,0,1.025625729,0,0,1.51E-10,3.99E-08,0,0,2.60E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_574,0,0,0,0,0,0,0,0.939661472,0,0,0,0,1.19E-15,4.90E-13,0,0,0.413882733,1.328387263,0.969800576,0,0.219950678,0,0,0,0,0.000149025,0,0.937489301,0,0,1.67E-05,0,0,0,0,0,0,0.513722143,0,0.976080464,1.953745119,5.891511631,0.943891381,5.02E-06,4.893390708,0,0,0,0,0,1.06E-08,0,0,0.960956175,0.978298274,0,0.959866146,0,0,0,0,0,0,0,0.89378189,4.22E-14,1.65E-08,0,0,0
cell_575,0,0,2.70E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,1.248286529,0.276037491,2.626186581,0,0,0,0,0,0,1.68E-06,0,0,0,0,2.85E-06,0,0,0,0,0,0,0,0,0.048987037,0,4.91E-10,0,15.07624507,0,0,0,0,0,0,0.019946908,0.31236679,0,0.000101093,0.001277999,0.008881251,0,0,3.15E-05,0,0.008479401,0,0,0,0,0.0820385,2.97E-10,0,0.006625182,0
cell_576,0,1.957391138,0,0,0,0.909336091,0,0,0.602922497,0,0,0.687155665,2.885035553,0,0,0,0.228693859,0.002588455,0.028858494,0,5.387403189,0,0,0,0,0.002214737,0.911987417,0,3.898994542,0,11.63390809,0,9.12E-12,0,0,0,0,0,0.896184272,3.096051092,0.496613387,0.798258997,0.813233672,0.751025179,2.45E-07,0.282989782,0.14661102,0.096294145,0,0,0.488138213,0,0,0.491195861,0,1.05E-07,0.630126723,0,0.971852364,0,0.044514881,0,0,0,0,1.612416941,3.01E-08,0,0,0
cell_577,0,0.0004364,0,0.002443487,0,5.97E-06,0,0.827256198,0.00011266,0,0,0,8.95E-05,0,0,0,1.739045236,9.27E-05,0.049994405,0,6.99E-06,0,0,0,0,0.005324253,0,0.010251939,0.000224504,0,1.220629512,0,0,0,0,0,0,0,0,0.970928872,1.098088184,0,0.00012754,2.374956634,0,0,0,0,0,0,0,0.002032957,0,0.909253234,3.593780806,0,0.512055402,0,7.73E-06,0,2.74E-05,0.000698992,0.001596655,0,0,0,0.927337119,0,0,0
cell_578,0,0.756336569,0,0,0,0,0,0,1.03E-05,0,0,0,5.04E-05,0,0,0,2.11E-07,0.041588542,0,0,0.514220147,0,0,0,0,0,0,0,0.003048173,0,7.00E-05,0,0,0,0,0,0,0,0,0.001066707,8.70E-05,0,0,0.702596128,0,0,0,0.696376024,0,0,0.000113927,0.675500194,0,0,0.00014345,0,0,0,1.04E-06,0,0,0,0,0,0.000186385,0,0,0,0,0
cell_579,0,0,0,0,0,0,0,0,0,0,0,0,0.783128313,0,0,0,6.90E-07,0.000651634,2.91E-08,0,1.90E-07,0,0,0,0,0,0,0.013641218,0,0,0,0,0,0,0,0,0,0,0,0.000182129,0,0.783164218,0,3.94E-08,0,0,0,1.76E-06,0,0,9.28E-05,1.22E-05,0,0.000263814,0,0,0,0,0,0,0,0,0,0,0,0.598272875,0,0,0,0
cell_580,3.54E-07,2.163269488,0,1.736630072,0,0.928320351,0.010648852,0,3.568715471,0,0,0,0.885047795,0.92659308,0,0,2.259133421,0,0.006391606,0,1.67711209,0,0,0,0,0,0,0,0.909593572,0,7.38872607,0,0,0,0,0,0,0,0.01952308,0.564871464,2.218831098,0.020766318,0.846359684,5.090200482,0,0.002114734,0,2.31E-08,0,0,0.83342477,0.535619582,0,1.275663829,0.393785476,0.068232873,0.463855374,0,1.380296111,0.157677494,0,0,0,0,0,0,0,0,0,0
cell_581,0,0.002168687,0,0,0,5.39E-20,0,0,5.14E-17,0,0,0.168213676,0.015984322,0,0,0,2.006229793,1.873109662,0.910318346,0,0.092031323,0,7.32E-10,0,0,0.968552674,0.007455412,0,0.033312009,2.52E-14,0.126930038,0,0,0,0,0,0,0,0,1.512718332,0.003188219,0.152384411,0,0.052813824,2.00E-05,3.60E-14,0,0.856957128,0,1.12E-19,0.455935036,6.51E-09,0,0.388723777,1.64E-10,0,0.312012613,0,0.009203817,0,2.20E-11,0,0,3.37E-09,0,0.287086293,0,0,0,0
cell_582,0,7.59E-11,0,0,0,0.249867165,0,0,0.795827056,0,0,0,4.04E-10,4.76E-14,0,0,0.057104786,0.000751829,0.000193253,0,0.00991393,0,0,0,0,0,0,0.048237588,0,0,0.009113571,0,0,0,0,0,0,0,0,0.040835086,3.15E-09,0,0,0.032539105,0,0,0.00807561,0,0,0,0,0.002780887,0,0.031934722,0.681146548,0,0,0,3.14E-05,0,0.585693117,0,0,0,0,0,0,0,0.659992364,0
cell_583,0,0.001416527,0,0.129570079,0,0.014413701,0,6.30E-05,1.301925169,0,0,0,0,0,0,0,0.621068938,0.678711474,0.886515381,0,0.970057803,0,0,0,0,0.76190346,0,0,0.011643291,0,1.608867664,0,0,0,0,0,0,0,0,4.824229923,9.88E-12,0.503956249,0,0.04386341,0,0.868384967,0,0.913726167,0,0,0,0.066836617,1.224116703,3.85E-07,0.954870523,0.080408276,0.000144469,0,0.580449991,0,0,0.814149307,0.008420179,0,0,0,4.54E-10,0,1.419748018,0
cell_584,0,0.889085044,0,0,0,0.075649907,0,0,0.080792834,0,0,8.45E-06,0.000783476,0,0.001046976,0,3.092049146,0.029656395,0.973770063,0,0.059482788,0,1.70E-06,0,0,0.763197451,0,4.79E-05,1.95E-06,0,1.003253949,0,0,0,0,0,0,0,0,0.000349953,0,0,0.075804645,7.181070159,0,4.85E-06,0.046163364,0.002395627,0,0,3.39E-05,0.081089631,0,0.00715984,0.710124836,0,0,0,0,0,0.000428087,0,0,0,0,0,0,0,1.489381769,0
cell_585,0.590636424,0.892481812,0,0,0,0,0,0,0.93681497,0,0,0,0.738491588,0.90399095,0,0,2.868324403,0.411181301,1.921660966,0.765242644,0.96158494,0,0,0,0,0,0,0.946543434,0,0,3.693028083,3.56E-07,0,0,0,0,0,0,0,2.845908583,0.007718049,0,0,6.645025681,0.913986932,0,0.038916925,0,0,0,0.834845111,3.600544673,0,0.952781427,3.82657982,0,0,0,1.978173265,0,0,0,0,0,0,0,0,0,0.906858452,0
cell_586,0,0.913520611,0,0,0,1.970311548,0,2.950385901,3.903421997,0,0,0,3.525464805,0,0,0,0.042908913,0.503173901,0.878787218,0,3.950728261,0,0.000192643,0,0,0,0,0.473844378,0,0,7.063593206,0,0,0,0,0,0,0,0.001423626,8.842938351,5.279779748,3.86397077,0.967150346,3.115832338,0,0,0,7.939126279,3.81E-05,0,0.00016764,0.975148655,0,1.845473478,6.817954473,0,0.000317972,0,0.000212236,0,0,0,0,0,0,0.001076902,0.976645486,0,1.561077592,0
cell_587,0,0.009100103,0,0.000280773,0,1.30E-06,0,0.008001204,0,0,0,0.022553858,0.003850423,0.002893512,0,0,0.001762063,0.539693621,0,0,0.029796639,0,1.26E-05,0,0,0.003456021,0,0,0,0,0.088653742,0,0,0,0,0,0,0,2.88E-06,0.172504677,0.03778529,0.039852743,0,0.02250365,0,0.000829423,0,0.009852537,0,0,0.023430142,0.000327501,0,0.001343973,0.195849571,0.000687065,0.212740111,0.002587103,0.543011032,0.02126493,0,0,0,0,0,0,0.013651935,0,0,0
cell_588,0,6.07E-07,0,0,0,0,0,0,0.049400774,0,0,0,0,0,0,0,0.000133994,0.793197077,0,0,0.004440291,0,0,0,0,8.53E-05,0,0,1.26E-05,0,1.40E-06,0,0,0,0,0,0,0,0,0.000193636,3.58E-06,0,0,0.000886638,0,0,0,0.801167113,0,0,4.11E-05,0.002649352,0,0,4.60E-06,0,0,0,2.04E-07,0,0,0,0,0,0,0,0,0,0,0
cell_589,0,0.950278224,0,0,0,0.000455941,0,0.877504327,0.024355756,0,0,0,0.905471717,0,0,0,0.872526431,4.05E-05,1.12E-05,0,0.93015493,0,0,0,0,0.00500292,0,0,0,0,5.983469145,0,0,0,0,0,0,0,0.001615589,1.901058938,0.019722938,0.022460195,0,2.391786805,0,7.54E-05,0,1.894737638,0,0,0.952599892,0.004426549,0,0,0.001530631,0,0,0,0,0,0,9.44E-06,0,0,0,0,0,0,2.78E-05,0
cell_590,0,0.003379285,0,0,0,0.828918201,0,0,0.001132406,0,0,0,0.95474099,0,0,0,0.133534363,1.055717143,0,0,0.25257222,0,0.000625742,0,0,0.024364724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014228888,0.00139043,0.317710441,0,5.038581505,0,0.912017808,0,8.68E-05,0,0.625814912,0.339450245,0.000786218,0,8.14E-05,3.18E-05,0,0.229561879,0,0,0.001895925,0.003439815,0,0,0,0.877158507,0,0.329217979,0,5.71E-06,0
cell_591,0.006454222,9.28E-07,0,0,0,0,0,2.27E-08,0.967297331,2.84E-08,0,0,1.902794682,0,0.002379006,0,1.328724827,2.665479183,0.039698235,0,0.027364418,0,0.000159491,0,0,0,0,0.902899956,0,0,0.001563657,0,0,0,0,0,0,0,0,0,0,0.010704614,0,0.052193491,0,0,0,0,0,1.26E-08,0.001562455,0,0,1.947345049,8.51E-07,0,0.00089635,0,0,0,0,0,0,0,0,0,0.809523163,0,0.935371859,0
cell_592,0,0,0,0,0,0,0,0.000121209,0,0,0,0,0,0,0,0,0,4.936308415,0,0,0,0,0,0,0,3.635831849,0,0,0,0,0,0,0,0,0,0,0,0.10378432,0,0.784561282,0,0,0,1.733403481,0,0,0,0.001344669,0,0,3.86E-06,1.70E-06,0,0,0,0,0,0,1.93E-05,0,0.414717641,0,0,0,0,5.62E-06,0,0,0,0
cell_593,0,0,3.11E-05,0,0,0,0,0,0.004636976,0,0,0,0,0,0,0,1.400393963,0.937316256,0.338041613,0,0,0,0,0,0,0,0,0,0,0,2.26E-06,0,0,0,0,0,0,0,0,0.924524148,0,7.30E-06,0,7.875584794,0,0,0,0,0,0,1.22E-05,0.001584563,0,0,0.01158408,0.920535658,0,0,0,0,1.95E-06,0,0,0,0,0.606953094,6.43E-06,0,4.40E-07,0
cell_594,0.799978959,0,0,0,0,0.000632123,0,0.920918976,0.032224093,0,0,0,0.01903216,0,0,0,0.094529948,0.803081103,0.009438403,0,1.544794523,0,0.94098311,0,0,0,0,0,0.642265187,0,8.64547337,0,0,0,0,0,0,0,0.809922412,0.047380184,2.203934356,0.95241507,0.000117343,8.05E-05,0,0,0,0.08611087,0.91699536,0,0.904835087,2.933623812,0,0.912463804,3.846341671,0,0.001597254,0,8.94E-10,0,0,0,0,0,0,3.80E-05,0.000151829,0,1.229832265,0
cell_595,0,0.950063987,0,1.586656201,0,0,0,7.99E-11,0.666455016,0,0,0,5.30E-11,0,0,0,6.203136063,0.191748034,1.004707512,0,0.002472426,0,0,0,0,0.88447362,0,0,0.929338678,0,2.043014027,0,0,0,0,0,0,0,0,0.00044324,0,0,0,9.307219956,0,0.00216711,0,0.000986119,0,0,0,2.54E-07,0.001274273,0.054728454,0.094683317,0.719064915,0,0,0.240686115,0,0,0.824658608,0.780307082,0,0,0,0.014863404,0,0.054522522,0
cell_596,0,0,0,0,0,0,0,0,2.65E-07,0,0,0,5.83E-16,0,0,0,0.003189525,5.28E-06,0,0,0.786557506,0,0,0,9.73E-14,0,0,7.26E-14,0,0,3.11E-07,0,0,0,0,0,0,0,0,0.000188933,0,0,0,0.000996644,0,0,0,0,0,0,0,1.683541761,0,0.778679671,0,0,3.18E-20,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_597,5.11E-05,3.98E-05,0,0,0,8.75E-06,0,0,0.557568166,0,0,0,0.032910012,0,0,0,0.37954116,0.002349063,5.05E-07,0.019064616,0.150611148,0,0,0,0,0,0,0,0.406264394,0,0.030292335,0,0,0,0,0.79934268,0,0,0,0.01032133,0,0.000877447,0,0.069289399,0,0,0,0.005459457,0,0,0.009658458,2.45E-08,0,0.670732333,0.98931803,6.07E-06,0.005003155,0,0.080008285,0,0.352225012,0,0,0,0,0,0,0,0.015028089,1.75E-10
